2020-08-24 11:15:12.108 [main] INFO  com.course.Application - Starting Application on DESKTOP-ADM31IU with PID 5020 (D:\javaCode\21_ProjectStorageFolder\TestNG\JavaInterfaceAutoTest\Chapter13\target\classes started by 86159 in D:\javaCode\21_ProjectStorageFolder\TestNG\JavaInterfaceAutoTest)
2020-08-24 11:15:12.571 [main] INFO  com.course.Application - No active profile set, falling back to default profiles: default
2020-08-24 11:15:12.887 [main] INFO  o.s.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3febb011: startup date [Mon Aug 24 11:15:12 CST 2020]; root of context hierarchy
2020-08-24 11:15:16.367 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.course]' package. Please check your configuration.
2020-08-24 11:15:17.132 [main] INFO  o.s.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$5a71e2a4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-08-24 11:15:17.954 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8888 (http)
2020-08-24 11:15:17.978 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-08-24 11:15:17.979 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.23
2020-08-24 11:15:18.144 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-08-24 11:15:18.144 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5257 ms
2020-08-24 11:15:18.544 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2020-08-24 11:15:18.553 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2020-08-24 11:15:18.554 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2020-08-24 11:15:18.554 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2020-08-24 11:15:18.554 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2020-08-24 11:15:20.205 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/getUserInfo],methods=[POST]}" onto public java.util.List<com.course.model.User> com.course.controller.UserManager.getUserInfo(org.apache.catalina.servlet4preview.http.HttpServletRequest,com.course.model.User)
2020-08-24 11:15:20.206 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/addUser],methods=[POST]}" onto public boolean com.course.controller.UserManager.addUser(org.apache.catalina.servlet4preview.http.HttpServletRequest,com.course.model.User)
2020-08-24 11:15:20.209 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/updateUserInfo],methods=[POST]}" onto public int com.course.controller.UserManager.updateUser(org.apache.catalina.servlet4preview.http.HttpServletRequest,com.course.model.User)
2020-08-24 11:15:20.209 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/login],methods=[POST]}" onto public java.lang.Boolean com.course.controller.UserManager.login(javax.servlet.http.HttpServletResponse,com.course.model.User)
2020-08-24 11:15:20.209 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
2020-08-24 11:15:20.221 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2020-08-24 11:15:20.224 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2020-08-24 11:15:20.225 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2020-08-24 11:15:20.235 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2020-08-24 11:15:20.237 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2020-08-24 11:15:20.862 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3febb011: startup date [Mon Aug 24 11:15:12 CST 2020]; root of context hierarchy
2020-08-24 11:15:20.972 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-08-24 11:15:20.972 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-08-24 11:15:21.052 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-08-24 11:15:21.506 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2020-08-24 11:15:21.526 [main] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2020-08-24 11:15:21.526 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-08-24 11:15:21.552 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-08-24 11:15:21.577 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-08-24 11:15:22.314 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8888 (http)
2020-08-24 11:15:22.330 [main] INFO  com.course.Application - Started Application in 11.133 seconds (JVM running for 14.672)
2020-08-24 11:16:12.998 [http-nio-8888-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2020-08-24 11:16:13.000 [http-nio-8888-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2020-08-24 11:16:13.046 [http-nio-8888-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 46 ms
2020-08-24 11:16:13.441 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 查询到结果是1
2020-08-24 11:16:13.441 [http-nio-8888-exec-1] INFO  com.course.controller.UserManager - 登录用户是gaoyuanyuan
2020-08-24 11:16:13.558 [http-nio-8888-exec-2] INFO  com.course.controller.UserManager - 查询到结果是0
2020-08-24 11:16:13.631 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2020-08-24 11:16:13.644 [http-nio-8888-exec-3] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2020-08-24 11:16:19.762 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2020-08-24 11:16:19.804 [http-nio-8888-exec-4] INFO  com.course.controller.UserManager - 更新数据的条数为：1
2020-08-24 11:16:22.926 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2020-08-24 11:16:22.930 [http-nio-8888-exec-5] INFO  com.course.controller.UserManager - 更新数据的条数为：1
2020-08-24 11:16:26.101 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2020-08-24 11:16:26.106 [http-nio-8888-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到用户数量是：1
2020-08-24 11:16:26.172 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2020-08-24 11:16:26.178 [http-nio-8888-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到用户数量是：18
